date,GLD,HYG,LQD,QQQ,SPY,TLT,AAPL,MSFT,XOM,JPM,NVDA
2020/4/1,149.45,54.14,97.88,176.07,226.27,139.83,240.91,152.11,37.53,84.36,243.07001
2020/4/2,151.9,54.56,98.14,179.64,231.49,140.72,244.93,155.26,40.4,87.51,255.47
2020/4/3,152.65,53.39,97.63,177.09,228.15,141.05,241.41,153.83,39.21,84.05,243.91
2020/4/6,156.88,54.69,99.56,189.76,243.47,140.68,262.47,165.27,40.47,89.46,268.39999
2020/4/7,156.04,54.69,99.71,189.68,243.72,139.21,259.43,163.49,41.24,90.64,259.03
2020/4/8,154.65,56.11,101.51,193.71,251.9,138.2,266.07,165.13,43.85,94.3,266.95001
2020/4/9,158.69,59.78,106.28,193.99,255.73,138.45,267.99,165.14,43.13,102.76,262.95001
2020/4/13,161.41,58.93,105.25,196.08,253.4,137.18,273.25,165.51,42.76,98.19,269.85001
2020/4/14,162.68,59.17,104.73,204.61,260.87,137.15,287.05,173.7,42.43,95.5,283.95001
2020/4/15,161.85,58.62,105.43,202.26,255.33,140.78,284.43,171.88,40.48,90.79,280.84
2020/4/16,161.71,58.56,104.91,205.95,256.56,142.38,286.69,177.04,39.15,87.33,294.70001
2020/4/17,158.57,58.86,105.26,207.92,263.49,140.47,282.8,178.6,43.22,95.18,292.32001
2020/4/20,159.7,57.98,104.66,205.46,258.85,141.6,276.93,175.06,41.18,91.71,287.04999
2020/4/21,158.61,56.92,104.29,197.88,250.99,143.39,268.37,167.82,40.96,89.05,269.51001
2020/4/22,161.73,57.42,104.35,203.75,256.56,141.92,276.1,173.52,42.13,89.34,286.14999
2020/4/23,163.34,57.39,104.8,203.31,256.54,142.67,275.03,171.42,43.45,89.39,284.01001
2020/4/24,162.64,56.85,104.72,206.52,260.12,143.01,282.97,174.55,43.73,90.71,289.59
2020/4/27,161.56,57.08,103.88,208.18,263.87,140.35,283.17,174.05,43.94,94.62,297.07999
2020/4/28,160.84,57.26,104.16,204.26,262.65,141.96,278.58,169.81,44.97,95.29,291.35999
2020/4/29,161.73,58.27,104.84,211.5,269.53,141.23,287.73,177.43,47.46,97.86,298.45999
2020/4/30,158.8,58.38,104.14,211.42,267.02,139.58,293.8,179.21,46.47,95.76,292.28
2020/5/1,159.78,57.38,103.72,205.46,259.95,140.77,289.07,174.57,43.14,93.25,282.78
2020/5/4,160.34,57.3,103.88,207.85,260.67,140.11,293.16,178.84,44.88,92.14,291.285
2020/5/5,161.02,57.79,103.75,210.21,263.08,139.21,297.56,180.76,44.83,92,293.73999
2020/5/6,158.95,57.46,102.58,211.5,261.29,136.97,300.63,182.54,43.99,90.27,297.79001
2020/5/7,161.39,57.61,102.86,214.23,264.45,139.26,303.74,183.6,44.24,91.21,304.87
2020/5/8,160.42,58.16,102.37,217.16,268.82,137.45,310.13,184.68,46.18,92.7,312.5
2020/5/11,159.42,57.89,101.47,219.1,268.88,136.37,315.01,186.74,45.74,89.97,322.62
2020/5/12,160.04,57.82,102.45,214.52,263.52,137.77,311.41,182.51,44.12,87.03,312.10001
2020/5/13,161.58,57.51,102.68,211.83,258.86,138.74,307.65,179.75,41.93,84.03,311.20001
2020/5/14,163.01,57.32,103.53,214.24,261.96,140.09,309.54,180.53,42.3,87.52,321.22
2020/5/15,163.93,57.4,103.89,215.63,263.16,139.73,307.71,183.16,42,85.9,339.63
2020/5/18,162.69,58.41,104.48,219.65,271.18,136.67,314.96,184.91,45.34,90.45,350.01001
2020/5/19,164.26,58.48,104.56,219.1,268.39,137.18,313.14,183.63,43.94,88.67,352.22
2020/5/20,164.65,59.1,105.71,223.47,272.95,137.59,319.23,185.66,45.37,91.33,358.79999
2020/5/21,162.25,59.09,105.63,221.04,271.07,137.93,316.85,183.43,44.56,90.17,351.01001
2020/5/22,163.21,59.24,105.63,221.8,271.58,138.76,318.89,183.51,44.6,89.47,361.04999
2020/5/26,160.89,59.68,105.48,221.2,274.93,136.9,316.73,181.57,45.91,95.82,348.70999
2020/5/27,161.18,59.8,105.92,222.41,279.02,136.65,318.11,181.81,46.24,101.37,341.01001
2020/5/28,161.72,59.86,106.01,222.12,278.5,136.15,318.25,181.4,45.04,99.86,339.48001
2020/5/29,162.91,60.1,106.7,225.37,279.74,137.12,317.94,183.25,45.47,97.31,355.01999
2020/6/1,163.66,60.56,106.65,226.05,280.87,136.19,321.85,182.83,46.28,98.6,352.25
2020/6/2,162.6,61.16,106.99,227.57,283.2,135.7,323.34,184.91,47.31,98.93,353.01001
2020/6/3,159.6,61.44,106.93,228.59,286.97,133.9,325.12,185.36,49.24,104.27,350.78
2020/6/4,161.28,61.25,106.6,226.99,286.22,131.96,322.32,182.92,49.1,106.44,350.66
2020/6/5,158.01,61.83,107.15,231.49,293.55,131.02,331.5,187.2,53.08,111.23,356.79999
2020/6/8,159.72,61.9,107.51,233.28,297.1,131.52,333.46,188.36,54.74,113.45,352.20001
2020/6/9,161.26,61.42,107.28,234.97,294.88,133.01,343.99,189.8,53.52,110.54,361.84
2020/6/10,163.57,61.33,107.99,237.79,293.24,134.99,352.84,196.84,50.65,106.06,374.67001
2020/6/11,162.39,59.76,106.7,226.01,276.33,137.54,335.9,186.27,46.18,97.21,351.85001
2020/6/12,162.62,60.35,107.22,227.81,279.64,136.21,338.8,187.74,47.17,99.87,357.29999
2020/6/15,162.33,60.94,108.74,230.58,282.25,136.29,342.99,188.94,47.14,101.25,366.95001
2020/6/16,162.25,61.19,108.44,234.54,287.69,134.2,352.08,193.57,48.2,102.06,362.73999
2020/6/17,162.56,60.9,108.23,235.28,286.49,134.75,351.59,194.24,46.63,99.48,369.44
2020/6/18,162.24,60.88,108.47,235.92,286.6,136.18,351.73,196.32,46.92,98.94,368.72
2020/6/19,164.03,60.68,108.55,235.88,284.96,136.29,349.72,195.15,45.98,97.81,370.45001
2020/6/22,165.09,60.63,108.45,238.71,286.79,136.3,358.87,200.57,46.42,96.75,381.07001
2020/6/23,166.48,60.72,108.25,240.74,288.11,135.37,366.53,201.91,46.7,97.93,378
2020/6/24,165.9,60.1,107.95,235.78,280.76,136.82,360.06,197.84,44.5,94.66,369.42001
2020/6/25,165.8,60.12,108.06,238.02,283.77,137.22,364.84,200.34,45.17,97.96,379.60001
2020/6/26,166.54,59.55,108.16,232.4,277.03,138.69,353.63,196.33,43.62,92.59,366.20001
2020/6/29,166.63,59.21,108.66,234.94,281.1,138.25,361.78,198.44,44.32,93,368
2020/6/30,167.37,59.75,108.97,239.54,284.7,137.58,364.8,203.51,44.72,94.06,379.91
2020/7/1,166.62,59.94,109.4,242.34,286.7,137.31,364.11,204.7,43.71,93.26,381.20001
2020/7/2,166.98,60.38,109.67,243.98,288.28,137.46,364.11,206.26,44.08,92.66,384.48999
2020/7/6,167.98,60.81,109.95,249.98,292.73,136.89,373.85,210.7,44.39,95,393.57001
2020/7/7,169.04,60.41,110.1,248.26,289.71,138.82,372.69,208.25,43.24,92.32,394.87
2020/7/8,170.09,60.57,109.92,251.53,291.92,138.26,381.37,212.83,43.14,93.3,408.64001
2020/7/9,169.63,60.44,110.53,253.65,290.26,140.46,382.73,214.32,41.36,91.28,420.35999
2020/7/10,169.19,60.64,110.33,255.38,293.23,139.76,383.68,213.67,42.65,96.27,419.17001
2020/7/13,169.4,60.31,110.04,250.13,290.69,140.22,381.91,207.07,42.66,97.65,402.09
2020/7/14,170.19,60.83,110.68,251.9,294.45,140.42,388.23,208.35,44.07,98.21,415.07999
2020/7/15,170.34,61.17,110.9,252.41,297.16,139.77,390.9,208.04,44.63,99.73,409.09
2020/7/16,168.73,61.23,111.21,250.69,296.18,140.43,386.09,203.92,44.28,100.01,405.39001
2020/7/17,170.12,61.4,111.51,250.98,297.04,140.14,385.31,202.88,43.52,98.16,408.06
2020/7/20,170.94,61.77,111.82,258.1,299.44,140.48,393.43,211.6,42.5,97.3,420.42999
2020/7/21,173,62.06,111.96,255.41,300.08,140.56,388,208.75,44.65,99.41,413.14001
2020/7/22,175.63,62.18,112.33,256.31,301.79,140.98,389.09,211.75,43.61,98.69,417.54999
2020/7/23,177.18,62.14,112.41,249.61,298.18,142.63,371.38,202.54,43.7,98.98,405.19
2020/7/24,178.7,62.2,112.16,247.24,296.26,142.62,370.46,201.3,43.43,98.28,407.78
2020/7/27,182.23,62.34,111.82,251.65,298.42,142.09,379.24,203.85,44.07,96.9,416.85999
2020/7/28,183.75,62.18,111.7,248.45,296.53,143.08,373.01,202.02,43.55,97.32,408.62
2020/7/29,185.13,62.53,112.31,251.32,300.18,142.83,380.16,204.06,44.03,99.68,418.62
2020/7/30,183.76,62.66,112.19,252.63,299.11,143.77,384.76,203.9,41.87,97.02,424.56
2020/7/31,185.43,62.78,112.35,257.14,301.47,143.68,425.04,205.01,42.08,96.64,424.59
2020/8/3,185.64,62.79,112.5,260.61,303.57,142.96,435.75,216.54,42.25,96.1,440.41
2020/8/4,189.59,62.77,112.91,261.58,304.74,144.32,438.66,213.29,43.47,95.55,449.10999
2020/8/5,191.35,62.88,112.76,262.23,306.63,143.06,440.25,212.94,43.85,97.21,451.47
2020/8/6,193.89,63.02,113.24,265.7,308.68,143.86,455.61,216.35,43.64,97.24,453.42001
2020/8/7,190.81,62.87,112.92,262.63,308.9,142.9,444.45,212.48,43.44,99.38,447.98001
2020/8/10,190.15,62.9,112.67,261.51,309.83,142.26,450.91,208.25,44.51,100.64,446.60001
2020/8/11,179.94,62.33,111.97,256.56,307.27,140.57,437.5,203.38,44.97,103.82,434
2020/8/12,179.1,62.34,111.69,263.01,311.55,139.29,452.04,209.19,44.09,102.94,457.60999
2020/8/13,183.33,62.17,110.68,263.61,310.99,137.8,460.04,208.7,43.01,102.37,457.72
2020/8/14,182.54,62.06,110.19,263.3,311,137.26,459.63,208.9,43.2,102.41,462.56
2020/8/17,186.5,62.43,110.42,266.36,311.99,137.61,458.43,210.28,42.64,99.71,493.48001
2020/8/18,188.18,62.53,110.74,268.92,312.66,138.59,462.25,211.49,42.43,98.32,490.42999
2020/8/19,182.24,62.35,110.45,267.11,311.36,137.73,462.83,209.7,41.96,98.55,485.54001
2020/8/20,183.5,62.56,110.84,270.82,312.33,138.97,473.1,214.58,41.32,97.37,485.64001
2020/8/21,182.03,62.55,111.04,272.7,313.44,139.8,497.48,213.02,41.01,97.32,507.34
2020/8/24,181,62.84,110.84,274.4,316.61,139.58,503.43,213.69,42.22,100.06,508.81
2020/8/25,181.22,62.9,110.36,276.56,317.72,138.51,499.3,216.47,40.88,100.5,510
2020/8/26,183.36,62.9,110.4,282.46,320.91,137.98,506.09,221.15,40.01,99.09,510.92001
2020/8/27,181.24,62.8,109.53,281.58,321.61,135.63,500.04,226.58,39.74,102.35,505.13
2020/8/28,184.39,62.85,109.86,283.01,323.69,135.53,499.23,228.91,40.69,102.77,525.90997
2020/8/31,184.83,62.76,110.35,285.28,322.51,136.43,129.04,225.53,39.94,100.19,534.97998
2020/9/1,185.05,63.1,111.04,290.16,325.55,137.99,134.18,227.27,39.43,100.14,552.84003
2020/9/2,182.62,63.18,111.49,292.91,330.26,139.3,131.4,231.65,39.19,101.65,573.85999
2020/9/3,181.14,62.79,111.24,278.06,318.89,139.7,120.88,217.3,39.11,101.33,520.62
2020/9/4,181.64,62.61,110.06,274.35,316.29,137.05,120.96,214.25,39.08,103.52,504.89999
2020/9/8,181.29,62.27,110.16,261.16,307.65,137.89,112.82,202.66,38.18,99.92,476.51999
2020/9/9,183.05,62.76,110.24,268.84,313.72,137.52,117.32,211.29,37.95,100.87,508.60001
2020/9/10,182.46,62.46,110.32,263.48,308.28,138.22,113.49,205.37,37,99.83,492.47
2020/9/11,182.45,62.59,110.4,261.65,308.43,138.51,112,204.03,36.9,101.07,486.57999
2020/9/14,183.89,62.52,110.68,266.2,312.5,138.5,115.36,205.41,36.66,102.47,514.89001
2020/9/15,183.45,62.69,110.8,269.98,314.07,138.17,115.54,208.78,36.27,99.28,519.64001
2020/9/16,183.97,62.69,110.87,265.67,312.83,137.76,112.13,205.05,37.81,99.7,500.57999
2020/9/17,182.96,62.62,110.9,261.52,310.08,138.18,110.34,202.91,37.8,98.56,498.54001
2020/9/18,183.2,62.47,110.69,258.18,306.51,137.75,106.84,200.39,37.19,98.35,487.57001
2020/9/21,179.52,61.96,110.59,258.8,303.1,138.45,110.08,202.54,36.43,95.31,500.69
2020/9/22,178.65,62.18,110.65,263.61,306.18,138.34,111.81,207.42,35.53,94.27,505.51001
2020/9/23,174.79,61.55,109.85,255.56,299.08,138.52,107.12,200.59,34.39,92.74,484.95001
2020/9/24,175.44,61.58,109.58,256.75,299.88,139.05,108.22,203.19,34.32,92.66,493.92001
2020/9/25,174.94,61.47,109.46,262.72,304.73,139.05,112.28,207.82,34.64,93.47,514.95001
2020/9/28,176.7,61.87,110.02,268.18,309.79,138.66,114.96,209.44,35.31,96.16,521.40002
2020/9/29,178.19,61.93,109.88,266.97,308.1,138.82,114.09,207.26,34.28,95.35,529.03003
2020/9/30,177.12,62.18,109.86,268.8,310.44,137.49,115.81,210.33,34.33,96.27,541.21997
2020/10/1,178.7,62.39,110.17,273.06,312.43,137.71,116.79,212.46,33.13,96.97,544.58002
2020/10/2,178.54,62.39,110.18,265.38,309.46,137.2,113.02,206.19,32.98,97.89,522.48999
2020/10/5,179.41,62.86,109.82,271.04,314.95,134.52,116.5,210.38,33.74,99.04,545.70001
2020/10/6,177.3,62.72,109.73,266.2,310.47,135.24,113.16,205.91,33.39,98.02,549.46002
2020/10/7,177.22,62.94,109.76,270.81,315.88,134.26,115.08,209.83,33.5,99.73,558.56
2020/10/8,177.85,63.08,110.03,272.25,318.68,134.98,114.97,210.58,35.26,101.78,553.54999
2020/10/9,181.08,63.22,110.28,276.41,321.52,134.96,116.97,215.81,34.74,101.2,550.51001
2020/10/12,180.56,63.54,110.92,284.94,326.7,135.39,124.4,221.4,34.63,102.44,569.03998
2020/10/13,177.72,63.26,110.81,284.93,324.56,136.36,121.1,222.86,34.22,100.78,569.92999
2020/10/14,178.27,63.11,110.92,282.55,322.53,136.67,121.19,220.86,34.15,100.22,563.81
2020/10/15,178.92,63.06,110.81,280.66,322.13,136.43,120.71,219.66,34.45,101.72,558.79999
2020/10/16,178.3,62.99,110.62,279.12,321.93,136.05,119.02,219.66,34.1,101.51,552.46002
2020/10/19,178.39,62.76,110.4,274.56,317.04,135.54,115.98,214.22,33.42,99.8,539.90997
2020/10/20,179.25,62.99,110.18,275.15,318.31,134.25,117.51,214.65,33.7,100.37,545.82001
2020/10/21,180.6,62.98,110,274.94,317.7,133.78,116.87,214.8,33.16,99.37,540.98999
2020/10/22,178.83,63.09,109.75,274.93,319.45,132.39,115.75,214.89,34.86,102.88,534.44
2020/10/23,178.64,63.17,110.03,275.47,320.53,133.2,115.04,216.23,34.16,103.81,543.60999
2020/10/26,178.55,62.61,110.26,271.34,314.61,134.44,115.05,210.08,33.35,101.24,525.65002
2020/10/27,179.02,62.64,110.71,273.46,313.52,135.34,116.6,213.25,32.82,99.33,535.87
2020/10/28,176.13,62.12,110.16,262.8,302.81,135.47,111.2,202.68,31.57,96.54,505.07999
2020/10/29,175.4,62.29,109.87,267.39,305.89,134.16,115.32,204.72,32.97,97.17,520.96002
2020/10/30,176.2,62.43,109.3,260.61,302.7,132.83,108.86,202.47,32.62,98.04,501.35999
2020/11/2,177.91,62.58,109.73,261.19,306.09,133.83,108.77,202.33,33.99,100.25,503.23001
2020/11/3,178.92,63.12,109.84,265.71,311.49,133.05,110.44,206.43,33.41,103.41,520.78003
2020/11/4,178.82,63.71,111.48,277.57,318.46,135.94,114.95,216.39,33.23,100.25,551.77002
2020/11/5,182.93,63.93,111.9,284.81,324.67,136.17,119.03,223.29,33.17,104.35,566.40002
2020/11/6,183.19,63.71,111.55,285.02,324.59,134.53,118.69,223.72,32.78,102.96,582.47998
2020/11/9,175.08,64.19,110.7,279.2,328.67,131.7,116.32,218.39,36.93,116.9,545.22998
2020/11/10,175.66,64.1,110.42,274.2,328.19,130.94,115.97,211.01,36.86,116.52,510.79999
2020/11/11,174.9,64.08,110.62,280.33,330.63,131.41,119.49,216.55,36.48,114.78,536.71997
2020/11/12,175.96,63.65,111.06,279.01,327.42,133.65,119.21,215.44,35.23,113.37,538.27002
2020/11/13,177.16,63.86,111.2,281.46,331.95,133.47,119.26,216.51,36.08,114.08,531.88
2020/11/16,177.15,64.22,111.56,283.66,336.1,133.15,120.3,217.23,38.16,117.3,540.60999
2020/11/17,176.5,64.24,111.92,282.76,334.29,134.02,119.39,214.46,38.67,116.11,536.89001
2020/11/18,175.49,64.12,112.15,280.67,330.27,134.41,118.03,211.08,37.21,115.25,537.15002
2020/11/19,175.16,64.34,112.78,282.86,331.66,135.1,118.64,212.42,37.4,115.56,537.60999
2020/11/20,175.69,64.22,112.68,280.93,329.38,136.3,117.34,210.39,36.94,114.57,523.51001
2020/11/23,172.23,64.32,112.82,280.94,331.36,135.67,113.85,210.11,39.36,117.87,525.59998
2020/11/24,169.59,64.51,112.56,284.89,336.7,134.32,115.17,213.86,41.98,123.32,518.31
2020/11/25,169.51,64.48,112.63,286.64,336.18,133.91,116.03,213.87,40.81,122.03,529.39001
2020/11/27,167.79,64.59,113.03,289.28,337.12,135.21,116.59,215.23,40.19,121.22,530.45001
2020/11/30,166.67,64.52,113.42,289.87,335.62,135.04,119.05,214.07,38.13,117.88,536.06
2020/12/1,170.18,64.69,112.99,293.58,339.29,133.05,122.72,216.21,38.5,119.74,535.59998
2020/12/2,171.46,64.87,112.62,293.96,340.01,131.99,123.08,215.37,39.94,122.04,541.78003
2020/12/3,172.81,64.9,113.06,294.38,339.92,133.06,122.94,214.24,40.21,121.24,535.84003
2020/12/4,172.32,65.17,112.44,295.58,342.84,131.11,122.25,214.36,41.68,122.34,542.33002
2020/12/7,174.89,65.14,112.53,297.25,342.14,132.29,123.75,214.29,40.9,121.88,544.27002
2020/12/8,175.5,65.09,112.4,298.26,343.14,132.92,124.38,216.01,42.24,122,534
2020/12/9,172.5,64.99,111.99,291.5,340.06,132.48,121.78,211.8,42.8,121.05,517.22998
2020/12/10,172.17,65.11,112.55,292.67,339.95,133.65,123.24,210.52,44.01,120.27,518.89001
2020/12/11,172.49,65.05,112.67,292.03,339.55,134.12,122.41,213.26,43.8,119.56,520.53003
2020/12/14,171.54,65.06,112.58,294.14,338.03,133.75,121.78,214.2,42.22,118.3,532.34998
2020/12/15,173.94,65.26,112.81,297.29,342.6,133.3,127.88,214.13,43.04,120.32,534.41998
2020/12/16,174.9,65.17,112.71,298.92,343.14,132.95,127.81,219.28,43.7,120.67,529.70001
2020/12/17,176.74,65.26,112.88,300.88,345.06,132.6,128.7,219.42,43.48,119.67,533.65002
2020/12/18,176.44,65.32,112.8,299.97,343.68,132.2,126.66,218.59,42.73,119.08,530.88
2020/12/21,175.88,65.08,112.57,299.41,342.45,132.72,128.23,222.59,41.95,123.55,533.28998
2020/12/22,174.49,65.17,112.89,300.22,341.88,133.41,131.88,223.94,41.24,121.67,531.13
2020/12/23,175.65,65.46,112.91,298.71,342.18,132.49,130.96,221.02,41.77,125.07,520.37
2020/12/24,176.35,65.6,113.3,300.03,343.51,133.01,131.97,222.75,41.6,124.52,519.75
2020/12/28,175.71,65.68,113.37,303.05,346.47,133.07,136.69,224.96,41.74,125.34,516
2020/12/29,176.35,65.6,113.42,303.32,345.8,132.9,134.87,224.15,41.27,125.01,517.72998
2020/12/30,177.7,65.73,113.57,303.33,346.3,133.19,133.72,221.68,41.6,125.36,525.83002
2020/12/31,178.36,65.78,113.59,304.08,348.06,133.38,132.69,222.42,41.22,127.07,522.20001
2021/1/4,182.33,65.65,113.02,299.79,343.32,133.22,129.41,217.69,41.5,125.87,524.53998
2021/1/5,182.87,65.67,112.66,302.26,345.68,132.23,131.01,217.9,43.5,125.65,536.19
2021/1/6,179.9,65.55,111.74,298.07,347.75,129.52,126.6,212.25,44.61,131.55,504.57999
2021/1/7,179.48,65.74,111.73,305.28,352.92,128.38,130.92,218.29,44.96,135.87,533.76001
2021/1/8,173.34,65.84,111.65,309.21,354.93,127.96,132.05,219.62,45.46,136.02,531.07001
2021/1/11,173,65.48,111.17,304.74,352.54,127.75,128.98,217.49,46.84,138.05,544.85999
2021/1/12,174.12,65.57,111.41,304.25,352.61,127.65,128.8,214.93,47.88,140.22,539.39001
2021/1/13,173.37,65.76,112.27,306.31,353.56,129.09,130.89,216.34,48.42,140.35001,541.27002
2021/1/14,173.28,65.75,111.79,304.67,352.32,127.88,128.91,213.02,50.31,141.17,528.01001
2021/1/15,171.13,65.64,111.96,302.26,349.75,128.39,127.14,212.65,47.89,138.64,514.38
2021/1/19,172.58,65.83,112.16,306.67,352.5,128.8,127.83,216.44,48.84,138.03999,521.01001
2021/1/20,175.39,65.95,112.12,313.8,357.38,128.93,132.03,224.34,49.53,135.97,534.63
2021/1/21,175.28,65.91,111.68,316.31,357.7,128.02,136.87,224.97,48.11,134.83,554.70001
2021/1/22,173.9,65.78,111.6,315.4,356.44,128.44,139.07,225.95,47.43,133.78999,548.5
2021/1/25,174.05,65.8,112.07,318.01,357.84,129.95,142.92,229.53,46.9,132.12,546.13
2021/1/26,173.62,65.7,112.07,318.47,357.28,129.71,143.16,232.33,45.87,131.58,537.40997
2021/1/27,172.52,65.51,111.87,309.59,348.55,130.04,142.06,232.9,45.35,127.86,516.71002
2021/1/28,172.68,65.71,111.69,311.43,351.55,129.32,137.09,238.93,46.06,130.11,522.03998
2021/1/29,172.61,65.54,111.51,304.87,344.51,128.54,131.96,231.96,44.84,128.67,519.59003
2021/2/1,174.23,65.75,111.73,312.49,350.25,128.69,134.14,239.65,44.92,129.62,529.47998
2021/2/2,172.11,65.9,111.44,317.59,355.2,127.86,134.99,239.51,45.63,133.61,542.27002
2021/2/3,171.85,65.96,111.17,316.33,355.48,126.72,133.94,243,47.42,135.14,541.21997
2021/2/4,168.15,66.09,111.36,320.07,359.52,126.38,137.39,242.01,48.33,138.25,546.57001
2021/2/5,169.81,66.19,111.07,321.16,360.93,125.33,136.76,242.2,49.95,137.98,543.64001
2021/2/8,171.52,66.39,111.54,323.31,363.54,125.88,136.91,242.47,52.1,140.14,577.54999
2021/2/9,172.08,66.27,111.37,323.24,363.3,125.97,136.01,243.77,50.63,139.58,570.53003
2021/2/10,172.71,66.25,111.64,322.5,363.14,126.81,135.39,242.82,51.12,139.66,590.57001
2021/2/11,171.21,66.28,111.34,324.28,363.73,126.11,135.13,244.49,49.84,139.27,610.03003
2021/2/12,170.69,66.39,110.98,326.09,365.52,124.55,135.37,244.99,50.52,141.25,598.45001
2021/2/16,168.24,66.28,110.19,325.21,365.21,122.65,133.19,243.7,52.04,144.64999,613.21002
2021/2/17,166.33,66.26,110.75,323.65,365.29,123.43,130.84,244.2,52.85,145.10001,596.23999
2021/2/18,166.32,66.17,110.53,322.23,363.73,122.93,129.71,243.79,52.02,145.59,593.15997
2021/2/19,167.01,66.18,109.73,320.83,363.09,121.3,129.87,240.97,52.37,148.02,597.06
2021/2/22,169.51,65.97,109.05,312.51,360.3,120.37,126,234.51,54.3,149.41,574.22998
2021/2/23,169.12,66.13,109.13,311.58,360.74,120.03,125.86,233.27,55.05,150.61,565.67999
2021/2/24,169,66.2,109.3,314.15,364.71,119.24,125.35,234.55,56.7,153.25999,579.96002
2021/2/25,165.82,65.57,107.56,303.2,355.92,117.29,120.99,228.99,55.76,151.17999,532.29999
2021/2/26,161.81,65.37,108.99,304.47,354.09,121.17,121.26,232.38,54.37,147.17,548.58002
2021/3/1,161.53,66.11,109.1,313.63,362.67,119.57,127.79,236.94,56.4,150.5,553.66998
2021/3/2,162.41,66.01,108.97,308.6,359.84,119.58,125.12,233.87,56.07,150.00999,536.25
2021/3/3,160.62,65.8,108.16,299.64,355.08,118.28,122.06,227.56,56.52,152.91,512.19
2021/3/4,159.04,65.55,107.28,294.74,350.68,117.52,120.13,226.73,58.71,150.56,494.81
2021/3/5,159.14,65.74,107.14,299.17,357.13,117.75,121.42,231.6,60.93,150.91,498.45999
2021/3/8,157.49,65.27,106.14,290.7,355.36,116.83,116.36,227.39,60.87,152.91,463.73001
2021/3/9,160.84,65.36,106.94,302.17,360.43,118.45,121.09,233.78,59.93,151.83,500.81
2021/3/10,161.66,65.56,107.45,301.31,362.67,118.69,119.98,232.42,61.77,155.13,498.73001
2021/3/11,161.52,65.81,107.51,308.25,366.35,117.83,121.96,237.13,61.31,154.32001,519.73999
2021/3/12,161.49,65.62,106.27,305.75,366.84,115.33,121.03,235.75,61.97,156.14999,514.23999
2021/3/15,162.2,65.63,106.64,309.01,369.03,116.01,123.99,234.81,60.39,155.37,527.65002
2021/3/16,162.35,65.48,106.56,310.71,368.57,115.54,125.57,237.71,59.11,153.50999,531.65002
2021/3/17,163.51,65.57,106.66,311.99,369.82,114.68,124.76,237.04,59.37,155.09,533.65002
2021/3/18,162.56,65.07,106.05,302.43,364.44,113.52,120.53,230.72,56.81,157.64999,508.89999
2021/3/19,163.24,65.32,106.21,303.5,363.77,114.22,119.99,230.35,56.49,155.14,513.83002
2021/3/22,163,65.55,106.59,309.19,366.67,115.5,123.39,235.99,55.91,150.97,527.45001
2021/3/23,161.81,65.62,106.9,307.84,363.79,116.54,122.54,237.58,55.22,149.46001,522.83002
2021/3/24,162.37,65.66,107.22,302.65,361.94,117.17,120.09,235.46,56.34,150.62,505.72
2021/3/25,161.78,65.77,107.1,302.12,363.97,116.25,120.59,232.34,56.18,152.55,501.41
2021/3/26,162.24,65.97,107.02,306.66,369.84,115.84,121.21,236.48,57.71,155.09,513.57001
2021/3/29,160.31,66.01,106.77,306.57,369.65,114.86,121.39,235.24,57.4,152.67999,517.92999
2021/3/30,157.57,65.85,107.1,305.03,368.67,115.46,119.9,231.85,56.69,154.48,514.87
2021/3/31,159.96,66.17,107.38,309.69,370.17,114.81,122.15,235.77,55.83,152.23,533.92999
2021/4/1,161.98,66.31,108.05,314.97,374.16,116.72,123,242.35,57.39,153.71001,552.46997
2021/4/5,161.92,66.34,107.52,321.26,379.53,116.21,125.9,249.07,56.5,153.62,559.5
2021/4/6,163.22,66.45,108.24,321.04,379.31,117,126.21,247.86,56.34,152.53999,554.46002
2021/4/7,162.76,66.43,108.03,321.81,379.75,116.18,127.9,249.9,56.59,154.92999,565.73999
2021/4/8,164.51,66.45,108.42,325.17,381.55,117.14,130.36,253.25,56,155.12,572.67999
2021/4/9,163.27,66.41,108.2,327.14,384.32,116.72,133,255.85,55.87,156.28,576
2021/4/12,162.28,66.34,108.18,326.71,384.46,116.67,131.24,255.91,55.5,155.95,608.35999
2021/4/13,163.43,66.39,108.66,330.53,385.6,117.54,134.43,258.49,55.71,154.09,627.17999
2021/4/14,162.72,66.36,108.51,326.56,384.29,117.17,132.03,255.59,57.32,151.21001,611.08002
2021/4/15,165.35,66.62,109.18,331.51,388.42,119.13,134.5,259.5,56.98,152.17,645.48999
2021/4/16,166.35,66.48,108.43,331.9,389.71,118.2,134.16,260.74,56.66,153.3,636.5
2021/4/19,165.89,66.38,108.15,328.86,387.8,117.87,134.84,258.74,56.48,152.64999,614.46997
2021/4/20,166.48,66.26,108.36,326.46,384.96,118.41,133.11,258.26,55.29,149.27,606.84998
2021/4/21,168.13,66.48,108.73,329.26,388.6,118.65,133.5,260.58,56,150.53999,614.41998
2021/4/22,167.04,66.36,108.84,325.29,385.05,119.16,131.94,257.17,55.27,147.37,594.01001
2021/4/23,166.4,66.54,108.93,329.38,389.23,118.88,134.32,261.15,55.57,150.19,610.60999
2021/4/26,166.84,66.51,108.88,331.53,390.04,118.71,134.72,261.55,55.68,150.56,619.12
2021/4/27,166.42,66.42,108.39,330.09,389.96,117.68,134.39,261.97,56.41,151.25,615.27002
